content,day,person
Nmms hace como 40 minutos la noticia era que ya estaba mal de salud,09/08/2022,Itza
Y hace 20 que ya se había petateado,09/08/2022,Itza
Justo ahora weeee,09/12/2022,Itza
Adios,09/12/2022,Itza
No we jajaja,09/12/2022,Itza
Hay fila,09/12/2022,Itza
Si we,09/12/2022,Itza
Muchas gente,09/12/2022,Itza
Xd,09/12/2022,Itza
Por?,09/12/2022,Itza
Ya acabe,09/12/2022,Itza
"Nel, todo relax",09/12/2022,Itza
"Somos ESCOM, no ESIME",09/12/2022,Itza
Que no se haga 😔🤙,09/12/2022,Itza
Ocupalas,09/12/2022,Itza
Quedatelas,09/12/2022,Itza
No las regreses,09/12/2022,Itza
Esa que ocupes te la quedas,09/12/2022,Itza
Plis,09/12/2022,Itza
Itza,9/13/22,Itza
Si hay pesos en la escuela,9/13/22,Itza
No te quedes,9/13/22,Itza
Pinche beba,9/13/22,Itza
Te dije que te regresaras rápido,9/13/22,Itza
El jefe ya sabe que los sacaron de las instalaciones,9/13/22,Itza
Cualquier cosa me avisas,9/18/22,Itza
Con cuidado cuando regreses,9/18/22,Itza
Todo bien we,9/19/22,Itza
Y tú?,9/19/22,Itza
El jefe está bien,9/19/22,Itza
Mames we,9/22/22,Itza
Ando en Zacatenco,9/22/22,Itza
Ok,9/23/22,Itza
Va a ir por ti a esa hora,10/29/22,Itza
Tienes como hasta las 11:20,10/29/22,Itza
Antes de que llegue,10/29/22,Itza
"Si tomas, bajatela 20 min antes",10/29/22,Itza
Mamada,10/29/22,Itza
Ya va saliendo el jefe,10/29/22,Itza
Esta sacando el carro,10/29/22,Itza
Ya cerró el zaguán,10/29/22,Itza
Ya se está yendo justo ahora,10/29/22,Itza
Tienes 15 min,10/29/22,Itza
Alv,10/30/22,Itza
Viciosa jajaja,10/30/22,Itza
Itzaaaaa ven,10/31/22,Itza
Me siento muy mal 😫,10/31/22,Itza
Simón jajajaja,10/31/22,Itza
Ok puta,10/31/22,Itza
Simon,11/01/2022,Itza
O donde estamos con el bebé,11/01/2022,Itza
Nmms itza,11/05/2022,Itza
Itzaaaaaa,11/05/2022,Itza
Jajajaja,11/05/2022,Itza
Al,11/05/2022,Itza
Alv*,11/05/2022,Itza
Tu amigo el barbón va conmigo en CELEX 😆,11/05/2022,Itza
Como se llama el wey?,11/05/2022,Itza
Alv si es el,11/05/2022,Itza
Jajajaja,11/05/2022,Itza
Se ve bien viejo xd,11/05/2022,Itza
Nmms no,11/05/2022,Itza
Jajajaja,11/05/2022,Itza
Será muy obvio,11/05/2022,Itza
Parece hippie,11/05/2022,Itza
O alguien que estudió filosofía en la UNAM,11/05/2022,Itza
Weeee,11/05/2022,Itza
Ando bien crudo 🤕,11/05/2022,Itza
Por qué?,11/05/2022,Itza
:((,11/05/2022,Itza
"Ojalá te de diarrea, para que no andes deseando malas cosas",11/05/2022,Itza
"No me arrepiento, la neta me la pasé chido",11/05/2022,Itza
Bien podrido jajajaja,11/05/2022,Itza
Melissa me iba cuidando y yo a ella xd,11/05/2022,Itza
Tomamos hasta que ya sentía que vomitaba jajaja,11/05/2022,Itza
"Bailamos, perreamos",11/05/2022,Itza
Nos tomamos fotos,11/05/2022,Itza
"We, Melissa se sentó en mis piernas y se agarraba de la pared de atrás porque todo le daba vueltas jajaja",11/05/2022,Itza
Nop,11/05/2022,Itza
Pero parece que el wey ya me reconoció jajaja,11/05/2022,Itza
Porque parece que me va siguiendo ajajaja,11/05/2022,Itza
Ya le iba a decir hola abuelito,11/05/2022,Itza
No,11/05/2022,Itza
Xd,11/05/2022,Itza
Bailo la pelusa,11/05/2022,Itza
Jajajaja,11/05/2022,Itza
Se veía bien cajeto,11/05/2022,Itza
"Dile que no tan guapo como el, pinche angel esculpido por dios 🥴",11/12/2022,Itza
Si we,11/12/2022,Itza
Vamos a ir jajajaja,11/12/2022,Itza
Chinga tu qlo,11/14/22,Itza
Hay un buen de fila ogt,11/14/22,Itza
"Porque también había fila, mierda",11/14/22,Itza
Ven,11/14/22,Itza
En lo que esperas a la jefa,11/14/22,Itza
Si,11/14/22,Itza
Que ya viene,11/14/22,Itza
Ven,11/14/22,Itza
Ven,11/14/22,Itza
Ni pedo,11/14/22,Itza
Tu las tienes,11/15/22,Itza
Nmms,11/15/22,Itza
Como?,11/15/22,Itza
Lo perdiste,11/15/22,Itza
?,11/15/22,Itza
Picate la cola,11/15/22,Itza
Ya estoy aquí,11/15/22,Itza
Xd,11/15/22,Itza
Weeeey,11/21/22,Itza
Papá,11/21/22,Itza
También va a pasar a la plaza,11/21/22,Itza
Nmms,11/21/22,Itza
Jajajaja,11/21/22,Itza
Cafaste,11/21/22,Itza
Cagaste*,11/21/22,Itza
Me dijo que ahí en el toreo,11/21/22,Itza
Pero a ver qué pedo,11/21/22,Itza
Que vas a hacer?,11/21/22,Itza
Ya que tú me metía rápido al cine jajaja,11/21/22,Itza
C&A,11/21/22,Itza
"En el piso de abajo, cerca de forever",11/21/22,Itza
Mames que ya la quitaron :((,11/21/22,Itza
Ni pedo,11/21/22,Itza
Se cancela,11/21/22,Itza
No hay cercanos,11/21/22,Itza
"Nel, pero hoy le digo",12/02/2022,Itza
?,12/06/2022,Itza
3,12/06/2022,Itza
Ya me fui,12/08/2022,Itza
Pásame tu número,12/09/2022,Itza
Ya tienes datos marrana,12/09/2022,Itza
Itzaaaaa,12/17/22,Itza
Me prestas un $200?,12/17/22,Itza
Te lo pagó mañana,12/17/22,Itza
Es que no quiero que papá se de cuenta que no tengo tarjeta,12/17/22,Itza
Simon,12/17/22,Itza
Te los doy mañana 🥹,12/17/22,Itza
Itza,12/19/22,Itza
Te vienes a la casa,12/19/22,Itza
Acá te vemos,12/19/22,Itza
Así dijo la jefa,12/19/22,Itza
"Por qué putas pinches chingadas colas madres mi mamá lleva putos 4 casi 5 años sabiendo de mi y Melissa y cuando tú le dices que tienes un joto de novio, compra pulseras esa misma semana y conmigo nunca hizo algo así?",12/24/22,Itza
🫠,12/24/22,Itza
Alch eso sí me emputo alv,12/24/22,Itza
Y conmigo nunca me dijo que si aceptaba que tuviera novia,12/24/22,Itza
Así ya estuviera en el bachillerato,12/24/22,Itza
Nel wey,12/24/22,Itza
Porque yo les dije a mis papás que según si la había terminado,12/24/22,Itza
Y cuando supieron que seguía con ella ya iba como en 2do o tercero,12/24/22,Itza
La neta,12/24/22,Itza
Weeee,01/07/2023,Itza
Aún lo necesitas? Jajaja,01/07/2023,Itza
Es que no hay señal jajaja,01/07/2023,Itza
Por eso no respondía,01/07/2023,Itza
En computación weeeey,1/19/23,Itza
Ahí puedes pendejear jajaja,1/19/23,Itza
Pero sería en la tarde obvio,1/19/23,Itza
En compu puedes hacer tus tareas,1/19/23,Itza
Se ve bien mamalon 🤠,1/23/23,Itza
Si,1/23/23,Itza
Tomala,1/23/23,Itza
Si los tomé,1/27/23,Itza
Estoy afuera de los tacos,1/27/23,Itza
"Yo compré un pollo, para que coma papá",1/27/23,Itza
"Comeré de esto, no quería grasa",1/27/23,Itza
Te veo en la casa?,1/27/23,Itza
Sale,1/27/23,Itza
Simon,1/29/23,Itza
Cómo vas?,1/29/23,Itza
Si está feo?,1/29/23,Itza
Cómo está saliendo?,1/29/23,Itza
No,1/29/23,Itza
Solo sigue cagando,1/29/23,Itza
Alza las piernas,1/29/23,Itza
No le hagas caso,1/30/23,Itza
Xd,1/30/23,Itza
No digas mmdas Mary Jane 😓,02/03/2023,Itza
Felicita a tu equipo por llegar a semis,02/03/2023,Itza
Por mi parte que decepción que no llegaron a la final como yo 😔🤙,02/03/2023,Itza
Ah te creas jsjsjs,02/03/2023,Itza
"Nmms yo llegué a la final sin puta dirección, llevaba diablito, no Go-Kart jajaja",02/03/2023,Itza
Dile que saludos desde Naucalpan,02/03/2023,Itza
Un jabón corporal,02/04/2023,Itza
Cómprale una sudadera XLL,02/04/2023,Itza
un gorro cholo,02/04/2023,Itza
Algo relacionado a star wars,02/04/2023,Itza
Hay hot wheels de date wars,02/04/2023,Itza
"Chidos, como las naves y asi",02/04/2023,Itza
Mañana?,02/04/2023,Itza
O tienes entrenamiento?,02/04/2023,Itza
Ya le marcaste?,02/04/2023,Itza
null,02/09/2023,Itza
Ok,02/10/2023,Itza
Sale,02/10/2023,Itza
Voy,2/13/23,Itza
.,2/13/23,Itza
Voy!,2/17/23,Itza
Webos,03/01/2023,Itza
Itzaaaa,03/01/2023,Itza
Itzaaaaa,03/01/2023,Itza
Nmms jajajaja,03/01/2023,Itza
Me metí sin chanclas,03/01/2023,Itza
Por andar mandando un mensaje,03/01/2023,Itza
Le abrí a la llave y no me di cuenta al jajaja,03/01/2023,Itza
Alv*,03/01/2023,Itza
"Tira paro y si se distrae papá , traeme mis chanclas xd",03/01/2023,Itza
Simon,03/01/2023,Itza
Pero que no las vea,03/01/2023,Itza
A ver si llega Joel y ahí me las pasas xd,03/01/2023,Itza
Si,03/03/2023,Itza
Dile a papá,03/12/2023,Itza
El le sabe,03/12/2023,Itza
Jajajaja alv,3/22/23,Itza
Donde es?,3/22/23,Itza
El molino?,3/22/23,Itza
Para que te mames tu dinero,3/28/23,Itza
Pregunta,3/28/23,Itza
Qué es mejor?,3/28/23,Itza
O una bermuda deportiva de doble malla?,3/28/23,Itza
Ey,3/28/23,Itza
Vavava,3/28/23,Itza
Ya tengo tus chocolates,3/28/23,Itza
Me debes 92,3/28/23,Itza
Al rato,3/28/23,Itza
Lo deje en el coche,3/28/23,Itza
no le hagas caso,04/03/2023,Itza
#include <iostream>,04/03/2023,Itza
https://www.racing5.cl/conoce-la-importancia-de-la-computacion-y-la-tecnologia-en-la-formula-1-con-esta-infografia/,04/03/2023,Itza
"Pues no lo estés buscando, tratarlo normal siempre y cuando el te hable",05/12/2023,Itza
"Si no, pues alv, eso demuestra lo que quería",05/12/2023,Itza
El es el de la cuenta de F1? 🥺,05/12/2023,Itza
Correle weeeee,5/14/23,Itza
Ya me trajeron la cuenta,5/14/23,Itza
Nmms,5/14/23,Itza
Ya cortarle we,5/14/23,Itza
"Ya wey, no estoy jugando",5/14/23,Itza
Ahhhhhhhh,5/14/23,Itza
Vale cheto,5/15/23,Itza
:((,5/15/23,Itza
Ahí voy,5/15/23,Itza
Aguanta,5/15/23,Itza
Estoy dando la vuelta,5/15/23,Itza
Itzaaaaa,5/23/23,Itza
Weeeeee,5/23/23,Itza
Ya vas a llegar?,5/23/23,Itza
Puedes pasar por una salsa?,5/23/23,Itza
Esque ando haciendo 💩,5/23/23,Itza
Vales verga,5/23/23,Itza
Lo sabías?,5/23/23,Itza
Voy,5/23/23,Itza
Dame dos minutos,5/23/23,Itza
"La neta si, ponle otro filtro",5/26/23,Itza
Uno que no te tape todo,5/26/23,Itza
import string,5/31/23,Itza
Si puedes comes algo,06/01/2023,Itza
"cadena = """"""Las pequeñas acciones Cotidianas De 1A gEntE comúN SON Las que MANntienen A RAYA a LA OsCuridAd""""""",06/02/2023,Itza
import pandas as pd,06/02/2023,Itza
Hawaiana,06/02/2023,Itza
Dónde estás?,06/02/2023,Itza
En el restaurante?,06/02/2023,Itza
Picadillo,06/05/2023,Itza
"Cómo tú quieras, el picadillo no está mal",06/05/2023,Itza
Voy a comprar tostadas para acompañar xd,06/05/2023,Itza
Qué?,06/07/2023,Itza
Voy,06/08/2023,Itza
Awanta,06/08/2023,Itza
Así mejor we,06/08/2023,Itza
"Ah, es que yo pensé que ibamos a poner ⅓ del total de todo lo que comimos entre los tres",06/08/2023,Itza
Y es que también le debo dinero a mí bro porque me pagó el regalo de mi sobrina porque ya no traía más,06/08/2023,Itza
Wey,6/16/23,Itza
Wey,6/16/23,Itza
Nmms,6/16/23,Itza
Se me volvió a aflojar el estómago alv,6/16/23,Itza
Ya me volví a ensuciar 😞,6/16/23,Itza
Si we,6/16/23,Itza
Aún tengo jabón alv,6/16/23,Itza
Jajajaja,6/16/23,Itza
Se va a montar todo el papel alv,6/16/23,Itza
Mojar*,6/16/23,Itza
Shhhh 🤫,6/16/23,Itza
Yo creo que sí jajaja,6/16/23,Itza
Thanks for having explained to me,6/20/23,Itza
Se te va a declarar wey,6/25/23,Itza
Haste la del rogar,6/25/23,Itza
Dile que el te vaya a buscar,6/25/23,Itza
"Si te dice una hora, dile ""mejor después de tal hr, ando ocupada a esa hr""",6/25/23,Itza
"Es que también tu we, te llega de la nada y le dices si a todo jajajaj",6/25/23,Itza
No se we,07/04/2023,Itza
Salchichas a la mexicana,07/04/2023,Itza
Para qué lo necesitas?,07/05/2023,Itza
Te pases de verrrr,07/05/2023,Itza
Ya mamaste we,07/05/2023,Itza
A qué hora es tu clase?,07/05/2023,Itza
Ahorita te lo llevo,07/05/2023,Itza
"No, nmms, aún estoy en la cama xd",07/05/2023,Itza
Es ese o no mamada?,07/05/2023,Itza
Cámara hija,07/05/2023,Itza
O ya no te lo llevo,07/05/2023,Itza
En corto,07/05/2023,Itza
Te voy a marcar y vas a salir a recogerlo a los torniquetes,07/05/2023,Itza
Camara,07/05/2023,Itza
Nah,07/05/2023,Itza
Voy a estudiar,07/05/2023,Itza
Yo más ❤️,07/05/2023,Itza
Ya ando en la casa wey,07/06/2023,Itza
Me fui antes de la 1,07/06/2023,Itza
Itzaaaa,7/20/23,Itza
Necesito la cartilla del Canek,7/20/23,Itza
En dónde está?,7/20/23,Itza
Va,7/20/23,Itza
Arre,7/20/23,Itza
Esta chida?,7/27/23,Itza
Ya las compré,7/27/23,Itza
"si, dile que ya llegué hace un rato",08/03/2023,Itza
Échale más agua y azúcar jajaja,08/04/2023,Itza
Es que le puse poco,08/04/2023,Itza
Arriba,08/04/2023,Itza
Barriendo,08/04/2023,Itza
Échale azúcar plocs,08/04/2023,Itza
Voy,08/04/2023,Itza
Tony está tragando?,08/04/2023,Itza
"Yo comeré más al rato, aún no tengo hambre",08/04/2023,Itza
Desayuné bien tarde,08/04/2023,Itza
.,08/07/2023,Itza
You deleted this message,8/14/23,Itza
Un sticker xd,8/14/23,Itza
Ando borrando,8/14/23,Itza
You deleted this message,8/14/23,Itza
You deleted this message,8/14/23,Itza
You deleted this message,8/14/23,Itza
You deleted this message,8/14/23,Itza
Ya le baje,8/25/23,Itza
Itza las ventanas!!!!,8/25/23,Itza
Plis,8/25/23,Itza
Ya en un rato me voy para la casa,8/25/23,Itza
Yo lo guardo,8/25/23,Itza
"We, andaba manejando",8/28/23,Itza
Ya te había contestado we jajaja,8/28/23,Itza
"Perdón, estaba surrando",8/28/23,Itza
"A la 1:30, pero por ser el primer día, mi clase acabo a la 1:00",8/28/23,Itza
"Todo bien, aburrido en mis dos horas libres 😴",8/28/23,Itza
Qué tal el tuyo.,8/28/23,Itza
Ya vas a llegar?,8/28/23,Itza
Cierto 😅,8/28/23,Itza
Espérate a mañana,8/28/23,Itza
We,09/08/2023,Itza
"En cuanto terminen tus clases, te lanzas a la plaza",09/08/2023,Itza
KaMarA KooleerA,9/19/23,Itza
Contesta,9/19/23,Itza
Ya tenemos Disney plus,9/19/23,Itza
rodriguezm.ruben03@gmail.com,9/20/23,Itza
Avenger13!,9/20/23,Itza
Porque lo dibujaste como si le hubieran dado un putazo jajaja,9/22/23,Itza
E?,9/25/23,Itza
"Ahorita, ya?",9/25/23,Itza
Ohhh,10/04/2023,Itza
Se ve bien chida,10/04/2023,Itza
Me gusta,10/04/2023,Itza
Maybe sin la RM,10/04/2023,Itza
"Algo, pero sería más rápida de hacer tu firma",10/04/2023,Itza
Cómo que en taller?,10/04/2023,Itza
Qué es solid edge?,10/06/2023,Itza
Ok,10/06/2023,Itza
Al rato lo checo,10/06/2023,Itza
Estoy estudiando,10/10/2023,Itza
Chi,10/10/2023,Itza
Mañana si te la presto,10/10/2023,Itza
Acá de cabrones,10/10/2023,Itza
pinche agraviosa wey,10/11/2023,Itza
Pero ni el tiempo te quita lo agraviosa,10/11/2023,Itza
"Nmms mija, todos son guapos",10/11/2023,Itza
Se me acabó el papel 😔👉👈,10/11/2023,Itza
"Con la mano, para pasarle con el dedo 🤓",10/11/2023,Itza
Hola,10/13/23,Itza
"Perdón wey, era para probar si aún tenía datos",10/13/23,Itza
Si we,10/16/23,Itza
Toyota Yaris,10/16/23,Itza
Esas son básicas de sist. Automotrices,10/16/23,Itza
Nmms,10/16/23,Itza
Bien verguera hace rato,10/16/23,Itza
Que yo tomé tu jabón y no se que mamadas más jajaja,10/16/23,Itza
"Que no, culera",10/16/23,Itza
No use tu jabón,10/16/23,Itza
Primero ponme la chinga y luego te paso el jabón ¿Va?,10/16/23,Itza
Si we,10/17/23,Itza
Es un privilegio ser participe de la formación académica de est nueva a generación de científicos,10/17/23,Itza
Esta mal escrito xd,10/17/23,Itza
La única que no le pregunté fue la #2,10/17/23,Itza
Las demás si,10/17/23,Itza
Es que llevaba prisa el wey,10/17/23,Itza
A las 2,10/19/23,Itza
"Mames, ya llegué a la casa",10/19/23,Itza
"Si, más de una vez.",10/19/23,Itza
O que no tenga*,10/19/23,Itza
Cuales otras we?,10/19/23,Itza
Alv,10/19/23,Itza
"Llamó mi atención que era una carrera muy nueva, la más nueva del IPN cuando ingresé",10/19/23,Itza
Mira el HW que acabó de comprar a un random de la escuela,10/20/23,Itza
😮‍💨,10/20/23,Itza
Renault megane,10/23/23,Itza
La electro asistida,10/23/23,Itza
"Porque es muy suave, fácil de maniobrar y ayuda al piloto al corregir movimientos bruscos",10/23/23,Itza
"Según yo no es mecánica, es auto no tan barato",10/23/23,Itza
Debe ser hidráulica,10/23/23,Itza
O electro asistida,10/23/23,Itza
Y debe de tener suspensión independiente delantera y semirrígida trasera,10/23/23,Itza
Creo que en supermercados si hay tarjetas que te venden planes para 6 meses o un año,10/25/23,Itza
Anda buscando cualquier pinche puto perro pendejo pretexto para regañarme y no dejarme ir a la fiesta,10/27/23,Itza
No we,10/27/23,Itza
Es que si tengo mi cuarto hecho un desmadre,10/27/23,Itza
Y hoy se emputo porque se me hizo tarde para la escuela y aquí en la esquina para salir al centenario le pise así bien perro flasfemo enfermo que se escuchó el carro en toda la colonia,10/27/23,Itza
"Y pues justo cuando iba bajando el centenario me marco bien emputado, diciendo ""oye chingaaa, vas bien loco, bajarle!""",10/27/23,Itza
"Y le dije ""me estoy yendo tranquilo""",10/27/23,Itza
"Y me dijo ""no manches, si te estoy viendo, vete despacio chingaaaaa""",10/27/23,Itza
06:25,10/27/23,Itza
5 minutos tarde,10/27/23,Itza
Pero nmms,10/27/23,Itza
Ahora menos va a querer que vayamos a ponerle un mofle al carro,10/27/23,Itza
Sale y vale,11/02/2023,Itza
Se ve chula,11/18/23,Itza
Buena pic,11/18/23,Itza
"A ver, enseñalos bien",11/28/23,Itza
Así o más nacos los autos? 🥵🤘,11/28/23,Itza
"Bueno, ese si se ve vergas",11/28/23,Itza
Los del último vídeo si están bien nacos jajaja,11/28/23,Itza
Estaba en la plaza de enfrente,12/07/2023,Itza
Pero si sonó,12/07/2023,Itza
"Si, todo bien, y tu?",12/07/2023,Itza
Lo sentiste?,12/07/2023,Itza
null,12/08/2023,Itza
null,12/08/2023,Itza
Ya llegué wey,12/08/2023,Itza
https://www.facebook.com/share/r/yFwY5hMC8K76m2Jz/?mibextid=FBR326,12/26/23,Itza
https://www.facebook.com/share/r/AyWW3u7fKttBYSh8/?mibextid=FBR326,12/26/23,Itza
Qué haces wey?,12/27/23,Itza
Te extraño,12/27/23,Itza
Vuelve a casa,12/27/23,Itza
Mira esto,12/27/23,Itza
Qué es ahí?,12/27/23,Itza
Ptm,12/27/23,Itza
No traes datos?,12/27/23,Itza
Cómo sabes wey?,12/27/23,Itza
A ver si ahora si,12/27/23,Itza
Yo hace rato me puse una máscara y de que volteaba a ver en donde estabas para hacerte el martinete pero no estabas 😩,12/27/23,Itza
Y qué tal está?,12/27/23,Itza
Nada más te vas y empiezo a renovar mi vida,12/27/23,Itza
Qué es esa madre?,12/27/23,Itza
"Si, nmms, hoy hicimos un buen de cosas y solo hacia falta que te fueras 😂",12/27/23,Itza
Y por qué huevos andas tomando eso? 😂,12/27/23,Itza
Mamá sabía que tiene alcohol,12/27/23,Itza
?,12/27/23,Itza
Siiiii,12/28/23,Itza
En verde,12/28/23,Itza
Plis,12/28/23,Itza
Rubén,12/28/23,Itza
Fuerte weeeeey,12/28/23,Itza
Como que claro?,12/28/23,Itza
Ptm jajaja,12/28/23,Itza
Qué andas haciendo?,12/28/23,Itza
Wuey,12/28/23,Itza
"Jajaja alv, ya se sienten abuelos mis tíos jajaja",12/28/23,Itza
"Qué bien, ahí me vas informando",12/28/23,Itza
Va,12/31/23,Itza
Si,12/31/23,Itza
Qué pasó?,12/31/23,Itza
Dime wey,12/31/23,Itza
Qué crees que fue?,12/31/23,Itza
Niña,12/31/23,Itza
Una niña más,12/31/23,Itza
Te necesito un buen :((,12/31/23,Itza
Papá anda de mamón por no se qué (Evelyn de seguro),12/31/23,Itza
Ya hasta le rechazó a Nallely bailar y pues si se me hizo culero,12/31/23,Itza
We yo también ocupo un abrazo tuyo,12/31/23,Itza
"Pero acá de cabrones para sentirme mejor, no por año nuevo 🥺",12/31/23,Itza
null,01/01/2024,Itza
"Bien, me puse triste cuando les colgué",01/01/2024,Itza
Nel,01/01/2024,Itza
"Alv, que se vaya papá, yo me voy a quedar a tomar a escondidas",01/01/2024,Itza
"Por un lado comprendo bien porque está así, igual todo está medio incómodo",01/01/2024,Itza
Pero si se me hizo culei que se lo hiciera a nalle,01/01/2024,Itza
"Si, luego te cuento bien, voy a tratar de bailar unas con witzy",01/01/2024,Itza
Es por Julio,01/01/2024,Itza
"Gracias we, igual yo para ti 🫶",01/01/2024,Itza
Itza,01/05/2024,Itza
Qué bajes,01/05/2024,Itza
A la de ya,01/05/2024,Itza
Qué le habías dicho que le ibas a ayudar con la miel,01/05/2024,Itza
Quieres que le diga una excusa?,01/05/2024,Itza
De qué?,01/11/2024,Itza
Ya te pedí de suadero,01/11/2024,Itza
Porque tú wey,01/11/2024,Itza
No puedes responder rápido,01/11/2024,Itza
"Si, vamos",01/12/2024,Itza
Cámara hija de tu madre,1/15/24,Itza
Te toca ir a buscar el regalo,1/15/24,Itza
Yo te pago la mitad acá en la casa,1/15/24,Itza
Tqm,1/15/24,Itza
Algo no tan caro,1/15/24,Itza
Tampoco tan barato,1/15/24,Itza
"Si, ándale, de ese precio, aprox",1/15/24,Itza
Eu?,1/15/24,Itza
"Nah, apuesto a que ya tiene",1/15/24,Itza
Dame un minuto para pensar,1/15/24,Itza
"Busca un suéter en cuidado con el dog, ya sea formal o informal, pero SUETER, no sudadera o chamarra",1/15/24,Itza
Nmms,1/15/24,Itza
Ya paso mañana yo,1/15/24,Itza
Jajajaja,1/15/24,Itza
Qué tal está el ventilador? 👀,1/15/24,Itza
Ajá,1/15/24,Itza
Si se vería bien regalo,1/15/24,Itza
O que más hay?,1/15/24,Itza
De ese tipo de regalos,1/15/24,Itza
Como gatgets,1/15/24,Itza
"Okey, es buena opcion",1/15/24,Itza
Qué más?,1/15/24,Itza
"Nah, el ventilador, alv",1/15/24,Itza
Esta bonito,1/15/24,Itza
Un favor,1/15/24,Itza
Checa si hay mini billar en el área de juguetes y dime el precio,1/15/24,Itza
👉👈,1/15/24,Itza
Va,1/15/24,Itza
[ ] Playeras pasear,1/19/24,Itza
Ya llegó,02/02/2024,Itza
Esta we,02/02/2024,Itza
O esa,02/02/2024,Itza
Le dijiste a mi papá que hoy mi mamá nos quiere ver?,02/05/2024,Itza
"Nmms mamada, dile",02/05/2024,Itza
Que yo ando sacando la caca,02/05/2024,Itza
"Nmms we, sal y dile",02/05/2024,Itza
Porque aún ni me ando limpiando el culo,02/05/2024,Itza
"Ya wey, sal y dile, sin pensarla",02/05/2024,Itza
Wey,02/05/2024,Itza
Te toca,02/05/2024,Itza
Decirle a mamá,02/05/2024,Itza
Que si la vemos,02/05/2024,Itza
Dile que al cuarto para las 2,02/05/2024,Itza
https://vm.tiktok.com/ZM67Se4Wm/,02/05/2024,Itza
"Wey, para que le digas a tu compa",02/05/2024,Itza
We,2/17/24,Itza
Andamos en Tecámac,2/17/24,Itza
Todavía falta ir a ver al inquilino,2/17/24,Itza
"Cuidate, te picas la cola y me saludas a la Cynthia",2/17/24,Itza
Aclarando el adeudo del predial,2/17/24,Itza
Viene manejando,2/17/24,Itza
Vamos en autopista,2/17/24,Itza
"No, hasta el puto bastardo palacio municipal",2/17/24,Itza
Qué está a pendejas 40 minutos de la casa,2/17/24,Itza
En la casa,2/17/24,Itza
Y tú?,2/17/24,Itza
Llegamos hace poco,2/17/24,Itza
Ya,2/20/24,Itza
Itza,03/02/2024,Itza
Necesito que me digas por donde vas constantemente,03/02/2024,Itza
"Cada que hagan una parada por gas, al baño o para comer, dime en dónde están",03/02/2024,Itza
Y sobre todo cuando llegues,03/02/2024,Itza
Y has que Cynthia sepa de tu ubicación,03/02/2024,Itza
Cualquier cosa que ella también sepa,03/02/2024,Itza
"Okey, gracias",03/02/2024,Itza
Cómo vas?,03/02/2024,Itza
Cómo vas?,03/02/2024,Itza
"Okey, que bueno",03/02/2024,Itza
Ahora por dónde vienes?,03/03/2024,Itza
"Olvídalo, ya ví",03/03/2024,Itza
"Cuando venga de regreso a la casa, lo compro",03/03/2024,Itza
Salimos a comer a San Bartolo,03/03/2024,Itza
Mi papá y yo,03/03/2024,Itza
Okey,03/03/2024,Itza
Ya tengo tus hojas,03/03/2024,Itza
"Va, ya escuché",03/03/2024,Itza
Cagando,03/03/2024,Itza
.,3/17/24,Itza
Se ve bien vergas,3/23/24,Itza
Oye,3/28/24,Itza
Sabes cuál es la diferencia,3/28/24,Itza
Entre una iglesia,3/28/24,Itza
Y una feminista,3/28/24,Itza
Qué la iglesia si tiene padre,3/28/24,Itza
Había un señor ofreciendo pollo,3/28/24,Itza
Y le dice a un señor,3/28/24,Itza
Vendo pollo,3/28/24,Itza
Y él le responde,3/28/24,Itza
Y yo para que lo quiero vendado?,3/28/24,Itza
No sale nada,3/28/24,Itza
Aún no está bien digerida,3/28/24,Itza
Pégate en las rodillas,3/28/24,Itza
Métete el dedo,3/28/24,Itza
Creo que ahí va saliendo,3/28/24,Itza
Le estoy haciendo así,3/28/24,Itza
Para pujar,3/28/24,Itza
En donde estás?,3/29/24,Itza
Es uno arriba,3/29/24,Itza
Baja,3/29/24,Itza
Si,3/29/24,Itza
"O sube,",3/29/24,Itza
Donde sea que estés,3/29/24,Itza
Pero ven acá,3/29/24,Itza
Ya vamonos,3/29/24,Itza
Estos,3/31/24,Itza
Siiii,3/31/24,Itza
Oye we,4/19/24,Itza
"Cómo dices que aparece la canción de ""amor a primera vista"" en Spotify?",4/19/24,Itza
Gracias we,4/19/24,Itza
Mames,4/27/24,Itza
"Sale, luego vemos",4/27/24,Itza
https://www.facebook.com/share/v/eTVdGV4ZMXBKUc95/?mibextid=xfxF2i,4/29/24,Itza
"Si, pero si tú quieres no jajaja",10/08/2024,Itza
Por?,10/08/2024,Itza
No we,10/08/2024,Itza
En el lab,10/08/2024,Itza
Del otro lado de la escuela,10/08/2024,Itza
Creo que si,10/08/2024,Itza
Solo quería saber si estabas en el club,10/08/2024,Itza
Mamada,10/08/2024,Itza
Te veo en la mamadamobil,10/08/2024,Itza
Ewe,10/09/2024,Itza
Hoy nos tenemos que quedar a algo?,10/09/2024,Itza
Estoy en la biblioteca,10/10/2024,Itza
Qué pasó?,10/10/2024,Itza
Va,10/10/2024,Itza
hasta el fondo,10/10/2024,Itza
del lado del cajero,10/10/2024,Itza
Si we,10/11/2024,Itza
Edwin,10/11/2024,Itza
El ahorita te lo da,10/11/2024,Itza
Quédate en canchas para que te vea,10/11/2024,Itza
Me dijo que simon,10/11/2024,Itza
A ver si ahorita baja,10/11/2024,Itza
A ver si por ahí lo ves,10/11/2024,Itza
Pitzza,10/14/24,Itza
