content,day,person
Pa,30/4/20,Paco
Oye fuiste al gym hoy?,30/4/20,Paco
Jaja esque voy a ir en la tarde,30/4/20,Paco
Ya que no tengo ia,30/4/20,Paco
Y era para invitarte a ir,30/4/20,Paco
F weno pa,30/4/20,Paco
Reventare teta mas tarde yo,30/4/20,Paco
No digas,30/4/20,Paco
Ocupo meterle la patona,30/4/20,Paco
No digas pa,30/4/20,Paco
Ocupo ver eso,30/4/20,Paco
Yo creo eso de los 80,30/4/20,Paco
Cual 100 los 150,30/4/20,Paco
Pa,30/4/20,Paco
Haba,30/4/20,Paco
Jajaja si morimos morimos juntos jaja,30/4/20,Paco
Era risa en gringo,30/4/20,Paco
Hahaha,30/4/20,Paco
Obvio,30/4/20,Paco
Jajaja,30/4/20,Paco
Si llegas a procesos a tu expo verdad,30/4/20,Paco
Jaja vale,30/4/20,Paco
Weno,30/4/20,Paco
El nahum te vio feo,30/4/20,Paco
¡Hola a todos! 🎶✨,2/5/202,Paco
Ontas,2/5/202,Paco
Es que fui y no te vi,2/5/202,Paco
No creo hasta salude a rafa,2/5/202,Paco
Que onda pa,2/5/202,Paco
Ontas,2/5/202,Paco
Ya salieron,2/5/202,Paco
O no tuvieron,2/5/202,Paco
Jaja vale,2/5/202,Paco
Lo del diagrama,2/5/202,Paco
Era lo que se subía guapo,2/5/202,Paco
Por equipo,2/5/202,Paco
Ontas,3/5/202,Paco
<Multimedia omitido>,3/5/202,Paco
Ya estoy en casa guapetón,3/5/202,Paco
Sip,3/5/202,Paco
Solo con duda por lo que le contesten a rafa,3/5/202,Paco
Y ami no me contesto,3/5/202,Paco
<Multimedia omitido>,3/5/202,Paco
Que se lo diga a la jeta que sino no,3/5/202,Paco
Se mete gol,3/5/202,Paco
Dice rafa que le diga por mensaje,3/5/202,Paco
<Multimedia omitido>,3/5/202,Paco
Respondió eso pa,3/5/202,Paco
Ya there la bomba,3/5/202,Paco
Ya le dije,3/5/202,Paco
Aaaa,3/5/202,Paco
No deben dejarme solo,3/5/202,Paco
<Multimedia omitido>,3/5/202,Paco
Aaaaaaaa,3/5/202,Paco
Que hago pacooooooo,3/5/202,Paco
Puede ser no se,3/5/202,Paco
Aun,3/5/202,Paco
<Multimedia omitido>,3/5/202,Paco
Huy es buena,3/5/202,Paco
Pero no se pa jsjs no vive muy lejos seme haría ojete también tomar su día de descanso,3/5/202,Paco
Ya le dije,3/5/202,Paco
Deja que termine de contestar,3/5/202,Paco
<Multimedia omitido>,3/5/202,Paco
Ya le tire otra bomba,3/5/202,Paco
<Multimedia omitido>,3/5/202,Paco
Jaja,3/5/202,Paco
Pero entonces no entiendo el porqué sale con la gente,3/5/202,Paco
Apoco nomas por eso,3/5/202,Paco
A ver que pex el día que hablemos,3/5/202,Paco
Ps si,3/5/202,Paco
A pa y ves que no sabia que era la misma persona,4/5/202,Paco
Si we,4/5/202,Paco
Se saco de pedo cuando le pregunte si llego bien,4/5/202,Paco
Jaja insta,4/5/202,Paco
Porque tienes que llegar ahí?,4/5/202,Paco
Jaja no hay nada chido ahí pa pero weno tienes que irte a tlanepantla y tomar la combi que va para tulte pec,4/5/202,Paco
No la neta las veces que fui no había cosas chidas,4/5/202,Paco
Mejor al centro pa,4/5/202,Paco
Pa,4/5/202,Paco
Ne acabo de dar cuenta que puedes hacer mejores objetos con nuestra piel,4/5/202,Paco
Jaja di,4/5/202,Paco
Si,4/5/202,Paco
Osea mira podemos asicalarnos las puntas y de ahí sacas mineral,4/5/202,Paco
Jaja oye true,4/5/202,Paco
Se puso raro con gwen pa,4/5/202,Paco
Hoy no hubo voli?,4/5/202,Paco
Porque empezamos a hbalr y pues me contó un poco de su pasado y así y como habla de él es que soy culera porque me toco aprender de culeros,4/5/202,Paco
Yo así de,4/5/202,Paco
Hoy hay gym,4/5/202,Paco
Entonces pa,4/5/202,Paco
?,4/5/202,Paco
Culito?,4/5/202,Paco
Di a que hora,4/5/202,Paco
Va,4/5/202,Paco
Te caigo,4/5/202,Paco
Jaja no pa para llegar a las 4 solo tengo que irme a las 3:30,4/5/202,Paco
A las 4 llego pa,4/5/202,Paco
Ya voy en rtp pa,4/5/202,Paco
null,4/5/202,Paco
https://vm.tiktok.com/ZMMGT2x45/,4/5/202,Paco
Pa,4/5/202,Paco
Va muy bien todo con wen,4/5/202,Paco
<Multimedia omitido>,5/5/202,Paco
Estamos fluyendo y platicando de muchas cosas y con interés en el otro,5/5/202,Paco
Si we,5/5/202,Paco
Aquí ando viendo caps,5/5/202,Paco
<Multimedia omitido>,5/5/202,Paco
Esta weno,5/5/202,Paco
Jajaja xd,5/5/202,Paco
Jaja we,5/5/202,Paco
Creo me mame con gwen,5/5/202,Paco
Jaja,5/5/202,Paco
Xd,5/5/202,Paco
Porque hablamos de edad y salio que me veo más grande y que a ella no le gustan más chicos que ella jaja,5/5/202,Paco
Pero xd,5/5/202,Paco
Cuando fue el momento dijo que parecía de 22 y dije no aun no estoy tan viejito,5/5/202,Paco
Jaja ya se por eso me mame,5/5/202,Paco
Porque creo ella cumple 22 este año,5/5/202,Paco
Jaja xd,5/5/202,Paco
No diga,5/5/202,Paco
Jajaja si,5/5/202,Paco
Y me dijo estas chiquito,5/5/202,Paco
Colle,6/5/202,Paco
Ya llego bitello,6/5/202,Paco
No llegas pa?,6/5/202,Paco
Xd por donde vas?,6/5/202,Paco
Ven salte,6/5/202,Paco
Uwu,6/5/202,Paco
Jaja dale unos 5 min,6/5/202,Paco
Pob timer,6/5/202,Paco
Te esta hablando directo a ti jaja,6/5/202,Paco
Bueno Nos vemos ahorita guapo,6/5/202,Paco
Xd jaja,6/5/202,Paco
Ontas,7/5/202,Paco
<Multimedia omitido>,8/5/202,Paco
Que le regalaron este pa,8/5/202,Paco
Jaja a lo mejor trabaja en sear jaja,8/5/202,Paco
Okey,8/5/202,Paco
No,8/5/202,Paco
Te ves bien aburrido te pa,8/5/202,Paco
Y de qué te marcaron pa?,8/5/202,Paco
Cual?,8/5/202,Paco
Te andaba echando pedo?,8/5/202,Paco
Esta perra?,8/5/202,Paco
Como así que hiciste pa,8/5/202,Paco
A caray quien jaja,8/5/202,Paco
Y te van a castrar,8/5/202,Paco
Jaja don dimadon,8/5/202,Paco
Y que tal besa chido?,8/5/202,Paco
Jaja como así pa alv,8/5/202,Paco
Aaaaaaaaa,8/5/202,Paco
Aaaaaa,8/5/202,Paco
Ahora entiendo,8/5/202,Paco
Fany tu mejora,8/5/202,Paco
Y eso para ver a quien enamoras,8/5/202,Paco
Jaja,8/5/202,Paco
Igual si es tu mejora debes saber como besa,8/5/202,Paco
Pa,8/5/202,Paco
Apoco no te besas a tus mejores amigas,8/5/202,Paco
Jaja,8/5/202,Paco
Pa compre una switch por 3500 nueva oled,13/5/20,Paco
Si,13/5/20,Paco
Pa,13/5/20,Paco
Ontas,13/5/20,Paco
Estudiaste para el examen,13/5/20,Paco
Jaja como así pa,13/5/20,Paco
Si compro Mario party sacan unas partidas,13/5/20,Paco
Va,13/5/20,Paco
We hay un protector,13/5/20,Paco
Que anda en 600 en ali y dicen que esta vergas,13/5/20,Paco
Acabo de encontrar este increíble artículo en AliExpress. ¡Échale un vistazo! ¡Ayúdame a escoger!,13/5/20,Paco
Es ese pa,13/5/20,Paco
Por lo que vi si,13/5/20,Paco
We,13/5/20,Paco
Ya llego la miss,13/5/20,Paco
<Multimedia omitido>,14/5/20,Paco
Xd también llega el mario party,14/5/20,Paco
Vas a entrar con nahum guapo?,14/5/20,Paco
Simon,14/5/20,Paco
Si pasas por la caje me puedes traer una agua,14/5/20,Paco
A xd,14/5/20,Paco
Vale,14/5/20,Paco
Vale,15/5/20,Paco
Xd yo acabo de despertar,15/5/20,Paco
Ok,15/5/20,Paco
Si dio clase,16/5/20,Paco
Pa,16/5/20,Paco
Nos vamos a ir juntos?,16/5/20,Paco
Va,16/5/20,Paco
Se we con 4 persinas,16/5/20,Paco
En cuanto salen?,16/5/20,Paco
Muy rapido,16/5/20,Paco
Jaja que ojete la miss,16/5/20,Paco
<Multimedia omitido>,16/5/20,Paco
Dile profa me tengo que retirar me voy a puebla,16/5/20,Paco
Hola,20/5/20,Paco
Pa,20/5/20,Paco
Como andas,20/5/20,Paco
Uwu,20/5/20,Paco
Quemaduro,20/5/20,Paco
Bien guapo me diverti mucho,20/5/20,Paco
Y conocí morras,20/5/20,Paco
Jsjs,20/5/20,Paco
Pero bueno pa,20/5/20,Paco
Jsjs que pex con botello,20/5/20,Paco
Y si,20/5/20,Paco
Jaja ajua,20/5/20,Paco
Entonces mamo?,20/5/20,Paco
Y oye le haremos pastelito a manu?,20/5/20,Paco
Nooo,20/5/20,Paco
A ver we ya mamo esto así que sol9 toca echarle huevos al proyecto y el siguiente examen,20/5/20,Paco
Ese es el pex,20/5/20,Paco
Hoy andamos al full,20/5/20,Paco
Weno pon día oara hacer el proyecto pa,20/5/20,Paco
Porque no quiero que te follen,20/5/20,Paco
Y que dijo?,20/5/20,Paco
Jsja esos son lo buenos jefes,20/5/20,Paco
Y cono estuvo o?,20/5/20,Paco
Pd,20/5/20,Paco
Andamos en el cic aun,20/5/20,Paco
Que andan haciendo?,20/5/20,Paco
Weno pa te escucho acabado pa el fin de semana estuvo pesado?,20/5/20,Paco
A vale,20/5/20,Paco
Jaja,20/5/20,Paco
Tu jefe te sobre exploto?,20/5/20,Paco
Ya es que lunes toda la gente va de muy mal humor y asi,20/5/20,Paco
A caray y eso,20/5/20,Paco
Para que aprendas el mercado?,20/5/20,Paco
Ña aparte el día esta feito,20/5/20,Paco
Jaja y que historia tiene?,20/5/20,Paco
Siii,20/5/20,Paco
We,20/5/20,Paco
Parecen que quieren rostizarnos,20/5/20,Paco
Jaja a caray,20/5/20,Paco
Jsja,20/5/20,Paco
Alv le gustaba la mala vida y cambio,20/5/20,Paco
Cual casillero es el de rafa?,20/5/20,Paco
Pa,20/5/20,Paco
A ok,20/5/20,Paco
Jaja,20/5/20,Paco
null,20/5/20,Paco
null,20/5/20,Paco
Que onda pa,24/5/20,Paco
Que andas haciendo,24/5/20,Paco
A xd,24/5/20,Paco
Vendrás a la escuela hoy,24/5/20,Paco
Hace un vergo de calor,24/5/20,Paco
Weno,24/5/20,Paco
Jaja acá te veo,24/5/20,Paco
null,29/5/20,Paco
Ontas,29/5/20,Paco
Chula,29/5/20,Paco
Ntp guapo,29/5/20,Paco
Vas air a la escuela pa?,30/5/20,Paco
Va ahí te veo pa,30/5/20,Paco
Pa,30/5/20,Paco
Ya llego,30/5/20,Paco
Corre,30/5/20,Paco
Si,30/5/20,Paco
Corre,30/5/20,Paco
Te digo cuando pase lista tu nombre,30/5/20,Paco
Ya empezó la lista,30/5/20,Paco
Ya no te vi,30/5/20,Paco
Jaja pero a donde te fuiste?,30/5/20,Paco
<Multimedia omitido>,30/5/20,Paco
Xd,30/5/20,Paco
Te hubieras venido aca,30/5/20,Paco
No hay nada ni nadien,30/5/20,Paco
Por eso a jalar guapo pero vale espero acabes rapido,30/5/20,Paco
<Multimedia omitido>,30/5/20,Paco
https://vm.tiktok.com/ZMrJGAVQ9/,1/6/202,Paco
Te veo,1/6/202,Paco
null,4/6/202,Paco
Ontas,4/6/202,Paco
Voy,4/6/202,Paco
Aguanta,4/6/202,Paco
Acabo de encontrar este increíble artículo en AliExpress. ¡Échale un vistazo! ¡Ayúdame a escoger!,5/6/202,Paco
Bajo a 840,5/6/202,Paco
El monitor,5/6/202,Paco
Acabo de encontrar este increíble artículo en AliExpress. ¡Échale un vistazo! ¡Ayúdame a escoger!,5/6/202,Paco
Simón,6/6/202,Paco
Ontas,6/6/202,Paco
Pa,6/6/202,Paco
Aun en la chamba?,6/6/202,Paco
Vas a llegar a botello?,6/6/202,Paco
Jaja bueno si no te veo en Oceanía a las 3,6/6/202,Paco
Voy a comprar,6/6/202,Paco
Un juego,6/6/202,Paco
F,6/6/202,Paco
Vale guapo,6/6/202,Paco
Jaja xd,6/6/202,Paco
Te veo en metro pol8,6/6/202,Paco
Nos vamos juntos,6/6/202,Paco
Que dices pa?,6/6/202,Paco
Voy en aaragon ya,6/6/202,Paco
Como uno 15 a 10 llego,6/6/202,Paco
Jaja,6/6/202,Paco
Ya voy en la raza,6/6/202,Paco
Capas y toca el mismo metro,6/6/202,Paco
Jaja y si,6/6/202,Paco
Te metiste,6/6/202,Paco
En el de alado,6/6/202,Paco
Aaaaa,6/6/202,Paco
Jaja,6/6/202,Paco
Te vi,6/6/202,Paco
Pa,7/6/202,Paco
Tu pusiste el fhat,7/6/202,Paco
De cadenas de markov,7/6/202,Paco
No son cadenas,7/6/202,Paco
Simples,7/6/202,Paco
A vale pa,7/6/202,Paco
Esque alguien lo puso y puso de cadenas simples,7/6/202,Paco
Y pues el pidió lo que le sigue,7/6/202,Paco
Acabo de despertar pa,7/6/202,Paco
Ya sene hace tarde xd,7/6/202,Paco
Que nahum pidió procesos de desicion de markov y no cadenas,7/6/202,Paco
Xd ahí esta mi chat guíate de mi,7/6/202,Paco
Chat,7/6/202,Paco
De inventario,7/6/202,Paco
El que habla de calcular las unidades a comprar,7/6/202,Paco
Estoy esperando rtp,7/6/202,Paco
Jaja,7/6/202,Paco
Solo el tiempo dira,7/6/202,Paco
Si sale,7/6/202,Paco
Jaja vale le aviso si llego antes,7/6/202,Paco
Apura,7/6/202,Paco
Ya vamos 2,7/6/202,Paco
Trabqui,7/6/202,Paco
Acaba jesus,7/6/202,Paco
De pasar de alv y se la dio buena,7/6/202,Paco
Si apura solo,7/6/202,Paco
Aun no cuando te toque pa,7/6/202,Paco
Le digo,7/6/202,Paco
Que ya vienes,7/6/202,Paco
Sip por donde vienes?,7/6/202,Paco
No mames,7/6/202,Paco
Ya casi te va,7/6/202,Paco
Estas a 1,7/6/202,Paco
Jaja vale,7/6/202,Paco
Ya le dije,7/6/202,Paco
Dijo que te apures,7/6/202,Paco
Corre,7/6/202,Paco
Ya dio la salida pero el sigue aqui,7/6/202,Paco
Corre,7/6/202,Paco
Jaja,7/6/202,Paco
Ya se va,7/6/202,Paco
Corre,7/6/202,Paco
Jaja ya se quedo platicando,7/6/202,Paco
Colle,7/6/202,Paco
Colle colle,7/6/202,Paco
Que pex como estuvo,8/6/202,Paco
Si acabaste?,8/6/202,Paco
Jaja vale,8/6/202,Paco
Yo si acabe el documento,8/6/202,Paco
Ontas,10/6/20,Paco
A que hora llegas pa?,11/6/20,Paco
Jaja vale ahorita los veo entonces,11/6/20,Paco
En rtp,11/6/20,Paco
Así que llego como en 20,11/6/20,Paco
A donde los voy a buscar,11/6/20,Paco
Como así pa,11/6/20,Paco
Ontas 0a,11/6/20,Paco
null,11/6/20,Paco
Que onda,11/6/20,Paco
Como estuvo,11/6/20,Paco
Yei,11/6/20,Paco
Jaja,11/6/20,Paco
Ontas,11/6/20,Paco
A xd,11/6/20,Paco
Nah,11/6/20,Paco
Seguimos en ia,11/6/20,Paco
null,11/6/20,Paco
Saquenen de aqui,11/6/20,Paco
Xd,11/6/20,Paco
Jaja porque faltan y eso que es su tutora,11/6/20,Paco
Bueno si,11/6/20,Paco
Bien tarde llegas pero va,12/6/20,Paco
Jaja vale,12/6/20,Paco
Ya acabo,12/6/20,Paco
Ya se adelanto un día ña maestra,12/6/20,Paco
<Multimedia omitido>,12/6/20,Paco
Porque no estaban los que tocaban y pues valieron,12/6/20,Paco
Si,12/6/20,Paco
We ya adelanto a 5,12/6/20,Paco
<Multimedia omitido>,12/6/20,Paco
Wahac abaj9,12/6/20,Paco
Ruiz molona creo,12/6/20,Paco
12,12/6/20,Paco
Es el bato que le mueve las diapositivas,12/6/20,Paco
We,12/6/20,Paco
Si,12/6/20,Paco
Si no había gente le toca a dogo,12/6/20,Paco
<Multimedia omitido>,13/6/20,Paco
Ya habrieron la nueva maestría we,13/6/20,Paco
En 20 pasa lista,13/6/20,Paco
Me avisas cuando salgan gupo,13/6/20,Paco
Xd,13/6/20,Paco
No mames,13/6/20,Paco
Donde,13/6/20,Paco
O que pex,13/6/20,Paco
No mames que pendejos,13/6/20,Paco
Y vivió para contarlo jaja,13/6/20,Paco
Jaja a el lo quiere la presidenta,13/6/20,Paco
Mañana un smash o que?,13/6/20,Paco
Ontas,15/6/20,Paco
Jaja yo te hacia poniendote la camiseta,15/6/20,Paco
Jaja nomas decia pa entonces si los veo al raton,15/6/20,Paco
Va,15/6/20,Paco
Ya vienen guapos?,15/6/20,Paco
Como asi,15/6/20,Paco
Jaja dogito anda awitadi,15/6/20,Paco
Jaja vale,15/6/20,Paco
Solo eatoy yo y mario,15/6/20,Paco
Ya ando en mi casa como hace 5 min guapo,15/6/20,Paco
012180015909121048,15/6/20,Paco
Fueron 150 ahi dale lo que consideres,15/6/20,Paco
Smm,15/6/20,Paco
Ontas,17/6/20,Paco
A si cierto que hoy capacitas a dani,17/6/20,Paco
Que pex,17/6/20,Paco
Recuerda llegar a meto,17/6/20,Paco
Y hay me saludas a dani,17/6/20,Paco
No mames,17/6/20,Paco
Haja xd,17/6/20,Paco
Va,17/6/20,Paco
Xd,17/6/20,Paco
Le tomaste foto,17/6/20,Paco
Jaja vale,17/6/20,Paco
Chambea,17/6/20,Paco
Jaja no puede fallar,17/6/20,Paco
Donde vienes?,17/6/20,Paco
<Multimedia omitido>,17/6/20,Paco
null,18/6/20,Paco
Ontas,18/6/20,Paco
?,18/6/20,Paco
https://www.tiktok.com/@kimy_games/video/7378962384884337925?_r=1&u_code=dbbgj7g1meibk9&preview_pb=0&sharer_language=es&_d=e7a1893c9c5c12&share_item_id=7378962384884337925&source=h5_m&timestamp=1718826373&user_id=6804712130291221510&sec_user_id=MS4wLjABAAAA6VccdWbluh2emByikU7CRB8Y57JUJdMZ-XsgtVfVGjNXMUhq8dR_CHi9tUTBmXYw&social_share_type=0&utm_source=whatsapp&utm_campaign=client_share&utm_medium=android&share_iid=7379320308715915014&share_link_id=cb7bd2c2-558f-42f7-aa56-94de8279bfe2&share_app_id=1233&ugbiz_name=MAIN&ug_btm=b2001&enable_checksum=1,19/6/20,Paco
Donde vienes?,19/6/20,Paco
O ya vives en ka chamba,19/6/20,Paco
Jaja,19/6/20,Paco
pero tienes que llegar para metodologia,19/6/20,Paco
Weno,19/6/20,Paco
we,19/6/20,Paco
estoy a 2 pasos de poder entrar a nestle y no se,19/6/20,Paco
<Multimedia omitido>,19/6/20,Paco
<Multimedia omitido>,19/6/20,Paco
<Multimedia omitido>,19/6/20,Paco
Jaja esque  es por donde no piso dios,19/6/20,Paco
Se,19/6/20,Paco
Me acaban de mandar mensaje de una empresa,19/6/20,Paco
Toda rara,19/6/20,Paco
Konfio,19/6/20,Paco
<Multimedia omitido>,19/6/20,Paco
<Multimedia omitido>,19/6/20,Paco
Pero esto es de una madre de confio,19/6/20,Paco
Estamos,19/6/20,Paco
En salón de nahum,19/6/20,Paco
Haciendo cosas,19/6/20,Paco
Y ayudando a faga,19/6/20,Paco
Rafa,19/6/20,Paco
Ontas,19/6/20,Paco
We,19/6/20,Paco
A,19/6/20,Paco
Jaja,19/6/20,Paco
Yo ando en meto,19/6/20,Paco
Xe,19/6/20,Paco
Xd,19/6/20,Paco
Vamos,19/6/20,Paco
Para haya,19/6/20,Paco
Digital,20/6/20,Paco
Pa,20/6/20,Paco
Apoco no tienes,20/6/20,Paco
En la lap,20/6/20,Paco
O tu cel,20/6/20,Paco
Hasta las 5:30,20/6/20,Paco
No lo subiste a tu linke,20/6/20,Paco
LinkedIn?,20/6/20,Paco
Bájalo de ahí pa,20/6/20,Paco
Jaja,20/6/20,Paco
Xd,20/6/20,Paco
10000,20/6/20,Paco
Tiene un gran problema en la obtención de datos,20/6/20,Paco
9000 to 15000,20/6/20,Paco
No me acuerdo,20/6/20,Paco
18,20/6/20,Paco
Ya acabo ituriel?,20/6/20,Paco
Que onda pa,24/6/20,Paco
Como andas,24/6/20,Paco
Va caile ahí vemos que hacemso,24/6/20,Paco
Oye pa,24/6/20,Paco
Tienes varo en tarjeta,24/6/20,Paco
Que me puedas transferír t te doy en efectivo,24/6/20,Paco
1000 pa,24/6/20,Paco
012180015909121048,24/6/20,Paco
Va pa gracias ahorita que llegues te doy ando en mi salon,24/6/20,Paco
Ontas,24/6/20,Paco
null,24/6/20,Paco
No vas a llegar pa,25/6/20,Paco
Ya casi acaba,25/6/20,Paco
Pa,25/6/20,Paco
Jaja ahorita que acabe la expo de dogo le digo,25/6/20,Paco
T pasas pa jaja,25/6/20,Paco
F pa,25/6/20,Paco
Si ahorita le digo,25/6/20,Paco
Y te digo que dice,25/6/20,Paco
Que si te espera,25/6/20,Paco
Pero que le coyeye,25/6/20,Paco
Donde vienes,25/6/20,Paco
Ajja,25/6/20,Paco
Coyeye,25/6/20,Paco
Corre,25/6/20,Paco
Hubieras tomado taxi,25/6/20,Paco
Ah jaja,25/6/20,Paco
Xd,25/6/20,Paco
Ya se va pa,25/6/20,Paco
Se quedo a esprara,25/6/20,Paco
Ya vienes guapo?,26/6/20,Paco
null,26/6/20,Paco
Jaja xd weno no nosotros andamos acá abajo en el del cubano no se si subamos,26/6/20,Paco
<Multimedia omitido>,26/6/20,Paco
Pues da hueva subir pero ahorita subo a tirar paro a ver que pex,26/6/20,Paco
Porque ya ves que ocupas gente para presentar,26/6/20,Paco
<Multimedia omitido>,26/6/20,Paco
Nopi,26/6/20,Paco
O bueno acá abajo no,26/6/20,Paco
Onde vienes,26/6/20,Paco
null,26/6/20,Paco
https://vm.tiktok.com/ZMrM9dtDf/,26/6/20,Paco
"Claro, aquí tienes el texto reformulado:",28/6/20,Paco
Andas en la chamba en la casa,28/6/20,Paco
Va xd si vas a ir?,28/6/20,Paco
Pero el 5 y 6 son en fa,28/6/20,Paco
Lit el 5 es escribir un renglon,28/6/20,Paco
Ya ando en metro poli,28/6/20,Paco
Jaja xd va,28/6/20,Paco
Contándome ya hay 7 esperando al nahum,28/6/20,Paco
Wey,28/6/20,Paco
Llega,28/6/20,Paco
Te pregunta si quieres final,28/6/20,Paco
Lo de tu examen,28/6/20,Paco
Pero sacaste 2 tienes que llegar a examen,28/6/20,Paco
null,28/6/20,Paco
Te caigo a la casa o que pa,28/6/20,Paco
null,28/6/20,Paco
Donde andas,28/6/20,Paco
null,28/6/20,Paco
null,28/6/20,Paco
Jsjs no fui wapeton jsjs que tal si se arma algo mañana va,2/7/202,Paco
<Multimedia omitido>,2/7/202,Paco
https://vm.tiktok.com/ZMrkhcqKW/,2/7/202,Paco
Va va,2/7/202,Paco
A que hora vienes pa,3/7/202,Paco
Voy a estar en la escuela de 3:40 a 4:20,3/7/202,Paco
Va simón pa,3/7/202,Paco
Va para la escuela ahí lo voy a ver,3/7/202,Paco
A las 11 pa,3/7/202,Paco
Ya vienes guapeton,3/7/202,Paco
?,3/7/202,Paco
No firmaron,3/7/202,Paco
Y seguimos en la escuela,3/7/202,Paco
Y dice manu que sacas como 9,3/7/202,Paco
Y mañana va estar en la escuela la profe por si tienen dudas de la calificación,3/7/202,Paco
Va,3/7/202,Paco
Guapo,3/7/202,Paco
Los esperamos en la escuela guapeton,3/7/202,Paco
Ya donde vienen guaoos,3/7/202,Paco
<Multimedia omitido>,3/7/202,Paco
<Multimedia omitido>,3/7/202,Paco
Ya andamos en metro poli esperandolos,3/7/202,Paco
https://vm.tiktok.com/ZMrBEJDV5/,5/7/202,Paco
Jaja esta mamon,5/7/202,Paco
Paa,12/7/20,Paco
Mira,12/7/20,Paco
<Multimedia omitido>,12/7/20,Paco
Como planeas inscribirte pa?,14/7/20,Paco
Yo si me inscribo ya pa y ando bien culiado,15/7/20,Paco
No se que hacer,15/7/20,Paco
"Nooo como así pa, pues a ver que pex yo no se que onda la neta esta ojete la tarde pero me da un chingo de weba la mañana",15/7/20,Paco
Osea dicen que los profes son chidos pero están pesadones,15/7/20,Paco
Si,15/7/20,Paco
No quiero irme a la mañana y más porque así ya casi no nos veremos guapo,15/7/20,Paco
Y btw has estudiado para bases?,15/7/20,Paco
Mande,17/7/20,Paco
Nice,17/7/20,Paco
Manda foto,17/7/20,Paco
Y te voy giando,17/7/20,Paco
Configuraciones,17/7/20,Paco
Ala primero actualizalo,17/7/20,Paco
Porque ahí no veo la opcion,17/7/20,Paco
A la en las configuraciones hay una que dice focal y reset,17/7/20,Paco
Creo es ahi,17/7/20,Paco
No se no alcance a leer,17/7/20,Paco
Bien ando seguetas,17/7/20,Paco
Ando un poco pedo,17/7/20,Paco
Xd,17/7/20,Paco
Manda el menú de co figuración uno por uno,17/7/20,Paco
Y bo traía manual¿,17/7/20,Paco
A ver manda foto del proyector,17/7/20,Paco
Xd,17/7/20,Paco
<Multimedia omitido>,17/7/20,Paco
Ya ves la magia,17/7/20,Paco
Va va va presupuesto,21/7/20,Paco
?,21/7/20,Paco
Va va deja checo ofertasas,21/7/20,Paco
https://www.mercadolibre.com.mx/silla-de-escritorio-balam-rush-thunder-rush-v2-gamer-ergonomica-negra/p/MLM19474384,21/7/20,Paco
https://www.mercadolibre.com.mx/silla-de-escritorio-xzeal-xz25-gamer-ergonomica-negra-y-azul-con-tapizado-de-tela/p/MLM16090111,21/7/20,Paco
Razer Silla Gamer Tarok Essentials by Zen ,21/7/20,Paco
Va va,21/7/20,Paco
Oferta por tiempo limitado para miembros Prime: Hbada - Silla de oficina con soporte lumbar 2D silla de oficina ergonómica con reposacabezas y reposabrazos s función de inclinación continua de 145grados cojín de asiento grueso color negro P3 ,21/7/20,Paco
"Hbada E3 Silla ergonómica de oficina Pro con soporte lumbar dinámico, reposacabezas ajustable 4D para silla de oficina en casa, reposabrazos ajustables 6D, silla de computadora, silla giratoria grande ",21/7/20,Paco
Esta esta carita,21/7/20,Paco
Pero bonita,21/7/20,Paco
Oferta por tiempo limitado para miembros Prime: I SEATING Silla Gamer Silla ejecutiva Oficina reclinable Silla Oficina ergonomica Silla ejecutiva Piel Escritorio Gamer para computadora Home Office Piemonte ,21/7/20,Paco
Osea si pero perp esta chida,21/7/20,Paco
Si solo que peso máximo ed de 130 así que ahí no puedes fallar eh,21/7/20,Paco
Jajaja,21/7/20,Paco
Si,21/7/20,Paco
Mira la descripción,21/7/20,Paco
<Multimedia omitido>,21/7/20,Paco
<Multimedia omitido>,6/8/202,Paco
Mira pa el vocho ya insonorizado,6/8/202,Paco
Si pa,6/8/202,Paco
Ya vamos a afrombrar,6/8/202,Paco
<Multimedia omitido>,11/8/20,Paco
Sipi,11/8/20,Paco
Uwu,11/8/20,Paco
Obvio pa ya en pronto te voy a visitar,11/8/20,Paco
Xd,11/8/20,Paco
Estado chambeando un vergo en el vocho,11/8/20,Paco
Que onda pa,27/8/20,Paco
Oye si vas a meter tt el siguiente guapo?,27/8/20,Paco
Weno pa,27/8/20,Paco
Holaaaa guapo,17/10/2,Paco
Como anda,17/10/2,Paco
Como vas con la uní pa,17/10/2,Paco
Pues aquí muriendo en al escuela pero andamos jaja qué día salimos pa,17/10/2,Paco
Ya ocupo verte para contarte chisme,17/10/2,Paco
Pues no mucho pero algo hay ando atrás. De unas de primero xd,17/10/2,Paco
Andamos igual,17/10/2,Paco
Jaja neta y eso,17/10/2,Paco
Mira pa,17/10/2,Paco
Le cambie volante y palanca al vocho,17/10/2,Paco
<Multimedia omitido>,17/10/2,Paco
Jaja pero son mayores,17/10/2,Paco
Osea son de primero pero tienen mi edad,17/10/2,Paco
Igual si fuera así cual sería el problema ya son legales jajaja,17/10/2,Paco
Chi,17/10/2,Paco
Gracias bro y como anda la chamba,17/10/2,Paco
Ya te dieron la plaza,17/10/2,Paco
Un poquito loco como la canción de coco,17/10/2,Paco
Nooo y eso,17/10/2,Paco
Esperemos se arme rapido,17/10/2,Paco
La verdad,17/10/2,Paco
